,ANO_ELEICAO,NUM_TURNO,SIGLA_UF,SIGLA_UE,DESCRICAO_UE,DESCRICAO_CARGO,NOME_CANDIDATO,DES_SITUACAO_CANDIDATURA,NUMERO_PARTIDO,DATA_NASCIMENTO,IDADE_DATA_ELEICAO,DESCRICAO_SEXO,DESCRICAO_ESTADO_CIVIL,SIGLA_UF_NASCIMENTO,CODIGO_MUNICIPIO_NASCIMENTO,DESPESA_MAX_CAMPANHA,DESC_SIT_TOT_TURNO,MUNICIPIO,data_nasc,data_posse,IDADE,SEXO,ESTADO_CIVIL,ELEITO,MIGRANTE,DESPESA_MAX,ANO,LIG_MUN,COD,NM_MUN,MULHERES_EL,IDOSOS_EL,ENS_SUPERIOR_EL,VR_RECEITA,VR_DESPESA,PREFEITO_ANTERIOR,PARTIDO_ANTERIOR,CODIGO_IBGE,AREAKM2,NOME_MUN,CDG,POPULACAO,PIB,BANDA_LARGA,RECEITA_CORR,DESPESA_CORR,REELEICAO,MESMO_PARTIDO,PIBPERCPT,RECEITA_PERCPT,DESPESA_PERCPT,PROP_INTERNET,DUMMY_ANO
10,2008,1,CE,13072,AIUABA,PREFEITO,RAMILSON ARAÚJO MORAES,DEFERIDO,45,29/07/1970,-1,FEMININO,CASADO(A),CE,-1,-1.0,ELEITO,AIUABA - CE,1970-07-29,2009-01-01,38.45479452054794,0,1,1,1,-1e-06,2008,AIUABA - 2008,RAMILSON ARAÚJO MORAES AIUABA - 2008,AIUABA,0.48120300751879697,0.23308270676691728,0.07518796992481203,4424.64,4424.64,ANTONIO HILSON PEDROSA,15.0,2300408,2434.4,Aiuaba - CE,2300408 - 2008,16253.0,50232,19.0,8025.293451648001,8025.293451648001,0,0,3090.6294222605056,0.4937730543067742,0.4937730543067742,0.0011690149510859534,0
11,2008,1,CE,13099,ALCÂNTARAS,PREFEITO,FRANCISCO ELIESIO FONTELES,DEFERIDO,40,15/08/1958,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ALCÂNTARAS - CE,1958-08-15,2009-01-01,50.416438356164385,1,1,0,1,-1e-06,2008,ALCÂNTARAS - 2008,FRANCISCO ELIESIO FONTELES ALCÂNTARAS - 2008,ALCÂNTARAS,0.47692307692307695,0.26153846153846155,0.06153846153846154,25406.0,25406.0,,,2300507,138.6,Alcântaras - CE,2300507 - 2008,10706.0,29317,6.0,46080.7219192,46080.7219192,0,0,2738.371006912012,4.304195957332337,4.304195957332337,0.0005604334018307491,0
12,2008,1,CE,13099,ALCÂNTARAS,PREFEITO,RAIMUNDO GOMES SOBRINHO,DEFERIDO,44,03/11/1953,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,ALCÂNTARAS - CE,1953-03-11,2009-01-01,55.84931506849315,1,1,1,1,-1e-06,2008,ALCÂNTARAS - 2008,RAIMUNDO GOMES SOBRINHO ALCÂNTARAS - 2008,ALCÂNTARAS,0.47692307692307695,0.26153846153846155,0.06153846153846154,15550.0,43940.0,,,2300507,138.6,Alcântaras - CE,2300507 - 2008,10706.0,29317,6.0,28204.17326,79697.194408,0,0,2738.371006912012,2.6344267943209414,7.444161629740332,0.0005604334018307491,0
13,2008,1,CE,13110,ALTANEIRA,PREFEITO,ANTONIO DORIVAL DE OLIVEIRA,DEFERIDO,45,01/07/1964,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,ALTANEIRA - CE,1964-01-07,2009-01-01,45.016438356164386,1,1,1,1,-1e-06,2008,ALTANEIRA - 2008,ANTONIO DORIVAL DE OLIVEIRA ALTANEIRA - 2008,ALTANEIRA,0.47619047619047616,0.24603174603174602,0.06349206349206349,75275.2,75275.2,ANTONIO DORIVAL DE OLIVEIRA,45.0,2300606,73.3,Altaneira - CE,2300606 - 2008,6733.0,20859,6.0,136532.14038464,136532.14038464,1,1,3098.0246546858757,20.278054416254268,20.278054416254268,0.0008911332244170504,0
14,2008,1,CE,13110,ALTANEIRA,PREFEITO,JOAQUIM SOARES NETO,DEFERIDO,40,10/07/1964,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ALTANEIRA - CE,1964-10-07,2009-01-01,44.26575342465753,1,1,0,1,-1e-06,2008,ALTANEIRA - 2008,JOAQUIM SOARES NETO ALTANEIRA - 2008,ALTANEIRA,0.47619047619047616,0.24603174603174602,0.06349206349206349,17030.0,16969.0,ANTONIO DORIVAL DE OLIVEIRA,45.0,2300606,73.3,Altaneira - CE,2300606 - 2008,6733.0,20859,6.0,30888.557596,30777.9174308,0,0,3098.0246546858757,4.587636654685875,4.571204133491757,0.0008911332244170504,0
15,2008,1,CE,13137,ALTO SANTO,PREFEITO,ADELMO QUEIROZ DE AQUINO,DEFERIDO,10,29/09/1946,-1,MASCULINO,CASADO(A),RN,-1,-1.0,ELEITO,ALTO SANTO - CE,1946-09-29,2009-01-01,62.3013698630137,1,1,1,0,-1e-06,2008,ALTO SANTO - 2008,ADELMO QUEIROZ DE AQUINO ALTO SANTO - 2008,ALTO SANTO,0.5036496350364964,0.2773722627737226,0.08759124087591241,45320.0,45291.4,ADELMO QUEIROZ DE AQUINO,23.0,2300705,1338.2,Alto Santo - CE,2300705 - 2008,20339.0,68922,14.0,82200.201424,82148.32751048,1,0,3388.662176114853,4.041506535424554,4.0389560701352085,0.0006883327597227003,0
16,2008,1,CE,13137,ALTO SANTO,PREFEITO,RIVARDO CESAR CHAGAS BEZERRA,DEFERIDO,11,03/01/1962,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ALTO SANTO - CE,1962-03-01,2009-01-01,46.87123287671233,1,1,0,1,-1e-06,2008,ALTO SANTO - 2008,RIVARDO CESAR CHAGAS BEZERRA ALTO SANTO - 2008,ALTO SANTO,0.5036496350364964,0.2773722627737226,0.08759124087591241,18500.0,18411.3,ADELMO QUEIROZ DE AQUINO,23.0,2300705,1338.2,Alto Santo - CE,2300705 - 2008,20339.0,68922,14.0,33554.8042,33393.92251716,0,0,3388.662176114853,1.649776498352918,1.641866488871626,0.0006883327597227003,0
17,2008,1,CE,15873,AMONTADA,PREFEITO,EDIVALDO ASSIS DE JESUS,DEFERIDO,13,20/05/1966,-1,MASCULINO,SOLTEIRO(A),CE,-1,-1.0,ELEITO,AMONTADA - CE,1966-05-20,2009-01-01,42.64931506849315,1,0,1,1,-1e-06,2008,AMONTADA - 2008,EDIVALDO ASSIS DE JESUS AMONTADA - 2008,AMONTADA,0.4645161290322581,0.27741935483870966,0.09032258064516129,116910.15,116910.15,EDIVALDO ASSIS DE JESUS,13.0,2300754,1179.0,Amontada - CE,2300754 - 2008,39497.0,191631,16.0,212048.49687797998,212048.49687797998,1,1,4851.786211611008,5.3687241278573055,5.3687241278573055,0.00040509405777654,0
18,2008,1,CE,15873,AMONTADA,PREFEITO,FRANCISCO EDILSON TEIXEIRA,DEFERIDO,40,29/03/1941,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,AMONTADA - CE,1941-03-29,2009-01-01,67.8082191780822,1,1,0,1,-1e-06,2008,AMONTADA - 2008,FRANCISCO EDILSON TEIXEIRA AMONTADA - 2008,AMONTADA,0.4645161290322581,0.27741935483870966,0.09032258064516129,149146.0,149146.0,EDIVALDO ASSIS DE JESUS,13.0,2300754,1179.0,Amontada - CE,2300754 - 2008,39497.0,191631,16.0,270517.0176872,270517.0176872,0,0,4851.786211611008,6.849052274532243,6.849052274532243,0.00040509405777654,0
20,2008,1,CE,13153,ANTONINA DO NORTE,PREFEITO,EDISON AFONSO DE CARVALHO,DEFERIDO,40,29/10/1961,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,ANTONINA DO NORTE - CE,1961-10-29,2009-01-01,47.20821917808219,1,1,1,1,-1e-06,2008,ANTONINA DO NORTE - 2008,EDISON AFONSO DE CARVALHO ANTONINA DO NORTE - 2008,ANTONINA DO NORTE,0.47619047619047616,0.25396825396825395,0.07142857142857142,46100.0,46070.0,FRANCISCO GONCALVES DE ALENCAR,23.0,2300804,260.1,Antonina do Norte - CE,2300804 - 2008,7013.0,26524,9.0,83614.94452,83560.531324,0,0,3782.1189220019965,11.92284963924141,11.915090734920861,0.0012833309567945245,0
21,2008,1,CE,13153,ANTONINA DO NORTE,PREFEITO,FRANCISCO ERON DE MATOS,DEFERIDO,11,01/07/1970,-1,MASCULINO,SOLTEIRO(A),CE,-1,-1.0,NÃO ELEITO,ANTONINA DO NORTE - CE,1970-01-07,2009-01-01,39.010958904109586,1,0,0,1,-1e-06,2008,ANTONINA DO NORTE - 2008,FRANCISCO ERON DE MATOS ANTONINA DO NORTE - 2008,ANTONINA DO NORTE,0.47619047619047616,0.25396825396825395,0.07142857142857142,3240.0,3236.27,FRANCISCO GONCALVES DE ALENCAR,23.0,2300804,260.1,Antonina do Norte - CE,2300804 - 2008,7013.0,26524,9.0,5876.625168,5869.859793963999,0,0,3782.1189220019965,0.8379616666191358,0.8369969761819477,0.0012833309567945245,0
22,2008,1,CE,13153,ANTONINA DO NORTE,PREFEITO,JOAQUIM DE MATOS ARRAIS BISNETO,DEFERIDO,15,29/08/1967,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ANTONINA DO NORTE - CE,1967-08-29,2009-01-01,41.37260273972603,1,1,0,1,-1e-06,2008,ANTONINA DO NORTE - 2008,JOAQUIM DE MATOS ARRAIS BISNETO ANTONINA DO NORTE - 2008,ANTONINA DO NORTE,0.47619047619047616,0.25396825396825395,0.07142857142857142,5024.23,5024.23,FRANCISCO GONCALVES DE ALENCAR,23.0,2300804,260.1,Antonina do Norte - CE,2300804 - 2008,7013.0,26524,9.0,9112.813724635998,9112.813724635998,0,0,3782.1189220019965,1.299417328480821,1.299417328480821,0.0012833309567945245,0
23,2008,1,CE,13170,APUIARÉS,PREFEITO,FRANCISCO JOSE BARBOSA GOIS,DEFERIDO,12,04/12/1950,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,APUIARÉS - CE,1950-04-12,2009-01-01,58.76438356164383,1,1,0,1,-1e-06,2008,APUIARÉS - 2008,FRANCISCO JOSE BARBOSA GOIS APUIARÉS - 2008,APUIARÉS,0.4768211920529801,0.304635761589404,0.08609271523178808,47218.9,47218.9,,,2300903,552.3,Apuiarés - CE,2300903 - 2008,14251.0,38962,11.0,85644.37535348,85644.37535348,0,0,2733.983580099642,6.009709869727037,6.009709869727037,0.000771875657848572,0
24,2008,1,CE,13170,APUIARÉS,PREFEITO,GIL VICENTE RIBEIRO SALLES,DEFERIDO,36,02/05/1965,-1,MASCULINO,SOLTEIRO(A),CE,-1,-1.0,NÃO ELEITO,APUIARÉS - CE,1965-02-05,2009-01-01,43.93424657534246,1,0,0,1,-1e-06,2008,APUIARÉS - 2008,GIL VICENTE RIBEIRO SALLES APUIARÉS - 2008,APUIARÉS,0.4768211920529801,0.304635761589404,0.08609271523178808,4285.0,4285.0,,,2300903,552.3,Apuiarés - CE,2300903 - 2008,14251.0,38962,11.0,7772.018162,7772.018162,0,0,2733.983580099642,0.5453665119640727,0.5453665119640727,0.000771875657848572,0
25,2008,1,CE,13170,APUIARÉS,PREFEITO,RAQUEL DE CASTRO ALVES NEPOMUCENO,DEFERIDO,13,08/10/1977,-1,FEMININO,SOLTEIRO(A),CE,-1,-1.0,NÃO ELEITO,APUIARÉS - CE,1977-08-10,2009-01-01,31.416438356164385,0,0,0,1,-1e-06,2008,APUIARÉS - 2008,RAQUEL DE CASTRO ALVES NEPOMUCENO APUIARÉS - 2008,APUIARÉS,0.4768211920529801,0.304635761589404,0.08609271523178808,2960.0,95.7,,,2300903,552.3,Apuiarés - CE,2300903 - 2008,14251.0,38962,11.0,5368.768672,173.57809524,0,0,2733.983580099642,0.3767292591397095,0.012180064222861555,0.000771875657848572,0
26,2008,1,CE,13170,APUIARÉS,PREFEITO,ROBERTO SAVIO GOMES DA SILVA,DEFERIDO,44,13/05/1961,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,APUIARÉS - CE,1961-05-13,2009-01-01,47.67123287671233,1,1,1,1,-1e-06,2008,APUIARÉS - 2008,ROBERTO SAVIO GOMES DA SILVA APUIARÉS - 2008,APUIARÉS,0.4768211920529801,0.304635761589404,0.08609271523178808,65400.0,65400.0,,,2300903,552.3,Apuiarés - CE,2300903 - 2008,14251.0,38962,11.0,118620.76728,118620.76728,0,0,2733.983580099642,8.323680252613851,8.323680252613851,0.000771875657848572,0
27,2008,1,CE,13196,AQUIRAZ,PREFEITO,ANTÔNIO FERNANDO FREITAS GUIMARÃES,DEFERIDO,40,18/04/1945,-1,MASCULINO,SOLTEIRO(A),BA,-1,-1.0,NÃO ELEITO,AQUIRAZ - CE,1945-04-18,2009-01-01,63.75068493150685,1,0,0,0,-1e-06,2008,AQUIRAZ - 2008,ANTÔNIO FERNANDO FREITAS GUIMARÃES AQUIRAZ - 2008,AQUIRAZ,0.436046511627907,0.31976744186046513,0.0872093023255814,164347.13,164347.07,MARIA MAURA FAÇANHA DA MATA,13.0,2301000,482.6,Aquiraz - CE,2301000 - 2008,70439.0,528899,277.0,298088.41989091603,298088.311064524,0,0,7508.610286914919,4.231866152144637,4.231864607171084,0.003932480586038984,0
28,2008,1,CE,13196,AQUIRAZ,PREFEITO,EDSON SÁ,DEFERIDO,15,01/06/1941,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,AQUIRAZ - CE,1941-01-06,2009-01-01,68.03287671232877,1,1,1,1,-1e-06,2008,AQUIRAZ - 2008,EDSON SÁ AQUIRAZ - 2008,AQUIRAZ,0.436046511627907,0.31976744186046513,0.0872093023255814,238768.97,238731.32,MARIA MAURA FAÇANHA DA MATA,13.0,2301000,482.6,Aquiraz - CE,2301000 - 2008,70439.0,528899,277.0,433072.758777604,433004.47021662403,0,0,7508.610286914919,6.148195726481125,6.1472262555775075,0.003932480586038984,0
29,2008,1,CE,13218,ARACATI,PREFEITO,EXPEDITO FERREIRA DA COSTA,DEFERIDO COM RECURSO,11,21/01/1948,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,ARACATI - CE,1948-01-21,2009-01-01,60.989041095890414,1,1,1,1,-1e-06,2008,ARACATI - 2008,EXPEDITO FERREIRA DA COSTA ARACATI - 2008,ARACATI,0.4340659340659341,0.34615384615384615,0.08241758241758242,344829.89,344786.98,EXPEDITO FERREIRA DA COSTA,11.0,2301109,1247.3,Aracati - CE,2301109 - 2008,68886.0,433185,838.0,625443.213040948,625365.384032936,1,1,6288.433063322011,9.079395131680574,9.078265308378132,0.012165026275295416,0
30,2008,1,CE,13218,ARACATI,PREFEITO,REGINA LÚCIA CARDOSO BARBOSA,DEFERIDO,10,05/04/1954,-1,FEMININO,VIÚVO(A),CE,-1,-1.0,NÃO ELEITO,ARACATI - CE,1954-05-04,2009-01-01,54.701369863013696,0,0,0,1,-1e-06,2008,ARACATI - 2008,REGINA LÚCIA CARDOSO BARBOSA ARACATI - 2008,ARACATI,0.4340659340659341,0.34615384615384615,0.08241758241758242,264483.0,264480.35,EXPEDITO FERREIRA DA COSTA,11.0,2301109,1247.3,Aracati - CE,2301109 - 2008,68886.0,433185,838.0,479712.1772556,479707.37075661996,0,0,6288.433063322011,6.96385589605435,6.963786121368928,0.012165026275295416,0
31,2008,1,CE,13218,ARACATI,PREFEITO,SÉRGIO RICARDO DA COSTA ROBERTO,DEFERIDO,13,02/09/1964,-1,MASCULINO,DIVORCIADO(A),CE,-1,-1.0,NÃO ELEITO,ARACATI - CE,1964-02-09,2009-01-01,44.92602739726028,1,0,0,1,-1e-06,2008,ARACATI - 2008,SÉRGIO RICARDO DA COSTA ROBERTO ARACATI - 2008,ARACATI,0.4340659340659341,0.34615384615384615,0.08241758241758242,22000.0,22000.0,EXPEDITO FERREIRA DA COSTA,11.0,2301109,1247.3,Aracati - CE,2301109 - 2008,68886.0,433185,838.0,39903.0104,39903.0104,0,0,6288.433063322011,0.5792615393548761,0.5792615393548761,0.012165026275295416,0
32,2008,1,CE,13234,ARACOIABA,PREFEITO,FRACISCO OLEGÁRIO GUEDES ROCHA,DEFERIDO,10,16/06/1952,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ARACOIABA - CE,1952-06-16,2009-01-01,56.583561643835615,1,1,0,1,-1e-06,2008,ARACOIABA - 2008,FRACISCO OLEGÁRIO GUEDES ROCHA ARACOIABA - 2008,ARACOIABA,0.4393063583815029,0.32947976878612717,0.08092485549132948,43374.95,43374.95,FRANCISCO ARY RIBEIRO TEIXEIRA,25.0,2301208,656.6,Aracoiaba - CE,2301208 - 2008,25251.0,84135,28.0,78672.32186134,78672.32186134,0,0,3331.9472496138765,3.115612128681636,3.115612128681636,0.001108866975565324,0
33,2008,1,CE,13234,ARACOIABA,PREFEITO,FRANCISCO MARCIO DE OLIVEIRA LUZ,DEFERIDO,65,16/05/1963,-1,MASCULINO,SOLTEIRO(A),CE,-1,-1.0,NÃO ELEITO,ARACOIABA - CE,1963-05-16,2009-01-01,45.66301369863014,1,0,0,1,-1e-06,2008,ARACOIABA - 2008,FRANCISCO MARCIO DE OLIVEIRA LUZ ARACOIABA - 2008,ARACOIABA,0.4393063583815029,0.32947976878612717,0.08092485549132948,276.0,276.0,FRANCISCO ARY RIBEIRO TEIXEIRA,25.0,2301208,656.6,Aracoiaba - CE,2301208 - 2008,25251.0,84135,28.0,500.6014032,500.6014032,0,0,3331.9472496138765,0.01982501299750505,0.01982501299750505,0.001108866975565324,0
34,2008,1,CE,13234,ARACOIABA,PREFEITO,MARILENE CAMPÊLO NOGUEIRA,DEFERIDO,45,07/04/1955,-1,FEMININO,CASADO(A),CE,-1,-1.0,ELEITO,ARACOIABA - CE,1955-07-04,2009-01-01,53.534246575342465,0,1,1,1,-1e-06,2008,ARACOIABA - 2008,MARILENE CAMPÊLO NOGUEIRA ARACOIABA - 2008,ARACOIABA,0.4393063583815029,0.32947976878612717,0.08092485549132948,101335.0,101332.8,FRANCISCO ARY RIBEIRO TEIXEIRA,25.0,2301208,656.6,Aracoiaba - CE,2301208 - 2008,25251.0,84135,28.0,183798.707222,183794.71692096,0,0,3331.9472496138765,7.278868449645558,7.2787104241796365,0.001108866975565324,0
35,2008,1,CE,13234,ARACOIABA,PREFEITO,SÉRGIO SILVESTRE DE OLIVEIRA,DEFERIDO,40,01/12/1951,-1,MASCULINO,SOLTEIRO(A),CE,-1,-1.0,NÃO ELEITO,ARACOIABA - CE,1951-01-12,2009-01-01,58.010958904109586,1,0,0,1,-1e-06,2008,ARACOIABA - 2008,SÉRGIO SILVESTRE DE OLIVEIRA ARACOIABA - 2008,ARACOIABA,0.4393063583815029,0.32947976878612717,0.08092485549132948,93901.12,93901.12,FRANCISCO ARY RIBEIRO TEIXEIRA,25.0,2301208,656.6,Aracoiaba - CE,2301208 - 2008,25251.0,84135,28.0,170315.334905984,170315.334905984,0,0,3331.9472496138765,6.744894653914063,6.744894653914063,0.001108866975565324,0
36,2008,1,CE,13420,ARARENDÁ,PREFEITO,ARISTEU ALVES EDUARDO,DEFERIDO,13,04/09/1972,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ARARENDÁ - CE,1972-04-09,2009-01-01,36.75616438356165,1,1,0,1,-1e-06,2008,ARARENDÁ - 2008,ARISTEU ALVES EDUARDO ARARENDÁ - 2008,ARARENDÁ,0.47058823529411764,0.25,0.058823529411764705,7000.0,6215.74,,,2301257,344.1,Ararendá - CE,2301257 - 2008,11085.0,33394,11.0,12696.4124,11273.942630168,0,0,3012.539467749211,1.1453687325214252,1.0170448922118178,0.0009923319801533603,0
